Protein_ID,Gene,S1,S2,S3,R1,R2,R3
O75886,STAM2,-3.28719,-1.53529,-1.67613,-1.06697,-1.5693,-1.45036
O95630,STAMBP,0.24758,0.810966,0.812914,0.764784,0.263035,0.714813
P42224,STAT1,1.97676,2.45943,2.44399,2.5085,2.20477,2.5345
P52630,STAT2,0.729038,0.789162,0.79804,0.42775,0.604073,0.574154
P40763,STAT3,1.54263,1.24393,1.3297,0.967724,0.659925,1.02566
P51692,STAT5B,0.850922,0.0374756,0.182863,-0.365938,-0.330959,-0.534319
P42226,STAT6,0.307362,-0.855011,-0.829815,-1.2422,-1.58046,-1.36164
O95793,STAU1,0.795069,2.15863,2.2084,2.1194,2.42492,2.22425
O95210,STBD1,1.77996,-2.23442,-2.55438,-1.73961,-1.39632,-1.75962
Q658P3,STEAP3,-1.82047,-3.19183,-3.74393,-4.04859,-3.79902,-3.07489
Q687X5,STEAP4,1.90645,0.987289,1.04479,0.298763,0.189034,0.328398
Q9H5V9,STEEP1,-0.708698,-0.982491,-0.951548,-0.904503,-0.538469,-0.802183
Q13586,STIM1,-0.274942,1.21696,1.18858,1.30394,1.14405,1.17639
P31948,STIP1,1.58935,4.25059,4.2824,4.216,4.29278,4.27593
O94804,STK10,-1.65905,-1.9869,-1.71186,-1.2924,-0.928438,-1.29917
Q9Y6E0,STK24,0.328501,0.121307,0.205584,0.110559,0.201633,0.243507
Q9P289,STK26,-1.32878,-1.23845,-1.14797,-0.952547,-0.68646,-1.01926
Q13188,STK3,-1.42893,-2.23833,-2.25161,-2.61823,-2.93788,-2.41286
Q15208,STK38,-1.79342,-0.713146,-0.649433,-1.125,-0.613842,-0.845831
Q9Y2H1,STK38L,1.77996,-2.04691,-1.71157,-2.02767,-1.65423,-1.83397
Q9UEW8,STK39,-0.243406,-0.683861,-0.76609,-1.18372,-0.565212,-0.923817
Q13043,STK4,-0.212545,-1.3124,-1.40066,-2.09227,-1.50196,-1.40919
P16949,STMN1,2.62396,4.37168,4.37926,4.63103,4.81762,4.57632
P27105,STOM,2.54714,2.52686,2.55652,2.1571,2.29866,2.12985
Q9UJZ1,STOML2,1.17941,1.67886,1.77923,1.55051,1.80323,1.5345
Q8WXE9,STON2,-3.36031,-2.87719,-2.87457,-1.11315,-1.40738,-1.47779
Q9Y3F4,STRAP,1.42978,0.955013,0.94705,1.11056,1.23266,1.17066
Q96SI9,STRBP,-1.42286,-1.40617,-1.26208,-1.4567,-1.0552,-1.42408
Q5VSL9,STRIP1,0.515232,0.634716,0.47237,0.663637,0.604073,0.690968
O43815,STRN,-0.0813007,-0.711971,-0.717417,-0.459862,-0.0766964,-0.444817
Q13033,STRN3,-0.555618,0.774441,0.767826,0.900921,0.9855,0.947308
Q9NRL3,STRN4,-1.44082,-1.32766,-1.06648,-1.15389,-0.735443,-1.05117
P46977,STT3A,-0.307182,1.87792,1.94029,1.93804,1.83188,1.9673
Q8TCJ2,STT3B,0.225212,1.92866,1.96047,1.81645,1.52607,1.74215
Q9UNE7,STUB1,-0.741365,0.584963,0.665016,0.961182,0.765535,0.835739
O60499,STX10,-1.34545,-1.8819,-2.21031,-1.89711,-2.17746,-2.36594
Q86Y82,STX12,-0.340158,0.306662,0.124447,0,0.1635,-0.00646973
O14662,STX16,-0.929298,-0.413019,-0.383219,-1.02,-3.66746,-1.13614
P56962,STX17,-2.06478,-0.620155,-0.491148,-0.499069,-0.531263,-0.390516
Q9P2W9,STX18,-1.78416,-1.95472,-2.00045,-1.88573,-1.34247,-1.68145
Q13277,STX3,-1.13093,-1.70357,-1.94499,-2.07343,-1.13372,-1.86084
Q12846,STX4,-0.604862,0.296394,0.443989,0.288345,0.310341,0.338665
Q13190,STX5,0.721067,-0.432337,-0.492191,-0.274967,-1.01856,-0.436239
O15400,STX7,-0.013237,-0.428146,-0.408211,-0.611284,-0.16527,-0.473698
Q9UNK0,STX8,1.77996,-0.955914,-1.51317,-1.61419,-1.63943,-1.49188
P61764,STXBP1,4.38949,3.25722,1.54097,0.967724,1.20789,0.906473
Q15833,STXBP2,0.668156,-0.146389,0,-0.371771,-0.199377,-0.553114
O00186,STXBP3,-0.892145,-0.572309,-0.475779,-0.718479,-0.500784,-0.470387
Q5T5C0,STXBP5,-2.20044,-2.49874,-2.73659,-2.02939,-0.87425,-1.57112
P53999,SUB1,2.64517,4.38991,4.32193,4.39049,3.88753,4.40979
Q9P2R7,SUCLA2,0.0389938,1.30154,1.15978,0.974237,1.05658,1.01929
P53597,SUCLG1,-0.536383,1.85011,1.83129,1.60189,1.47509,1.46121
Q96I99,SUCLG2,1.54488,0.974466,0.940294,0.622765,0.871843,0.511997
Q8IWZ8,SUGP1,-1.61316,-1.56846,-2.39749,-2.13726,-1.75976,-2.58627
Q8IX01,SUGP2,-1.73525,-0.458391,-0.478294,-0.756083,-0.584797,-0.575731
Q9Y2Z0,SUGT1,1.21957,1.074,1.12445,1.28835,1.41143,1.28658
Q8NBK3,SUMF1,1.77996,-1.79411,-1.65436,-1.70494,-1.75093,-1.90211
Q8NBJ7,SUMF2,0.798859,1.0126,1.01937,1.03157,0.669027,0.987017
G2XKQ0;P63165,SUMO1,-0.604862,1.5025,1.57191,1.76102,1.27501,1.71481
P55854;P61956;Q6EEV6,SUMO2,-0.2202,2.46173,4.48171,2.216,5.76288,3.74021
O94901,SUN1,-0.687325,-1.25187,-1.4118,-1.35096,-1.37012,-1.20792
Q9UH99,SUN2,1.48965,0.326982,0.303616,0.224215,0.367371,0.286577
Q9Y5B9,SUPT16H,1.98676,2.96315,3.01776,3.03313,3.03914,3.01129
P63272,SUPT4H1,-1.92272,-0.5373,-0.373114,-0.241613,-0.218954,-0.295292
O00267,SUPT5H,0.61323,-0.223812,-0.190189,-0.0652905,-0.176907,0.0192928
Q7KZ85,SUPT6H,0.349333,0.395929,0.434402,0.510738,0.400537,0.427933
Q8IYB8,SUPV3L1,-0.182331,-0.323248,-0.312281,-0.412222,0.1635,-0.261538
Q15526,SURF1,0.676424,0.0125999,-0.0130558,-0.296515,0.505892,-0.193621
Q15527,SURF2,1.77996,0.0619278,0.136322,0.191048,-0.197672,0.164898
O15260,SURF4,3.1321,2.49803,2.64645,2.73441,0.704872,2.0633
O75683,SURF6,-1.46128,-1.00152,-1.02147,-0.978399,-0.218281,-0.939144
Q15022,SUZ12,1.77996,-1.73693,-1.82282,-1.68366,-1.40663,-2.15261
O95425,SVIL,1.77996,-2.09626,-1.97804,-1.90256,-1.61704,-1.85598
Q9UH65,SWAP70,1.73301,1.08,1.16559,0.954609,1.18903,0.94058
Q96A49,SYAP1,0.533552,0.60174,0.589289,0.852247,0.933573,0.885614
O95926,SYF2,-2.50205,-0.921816,-0.834583,-0.903503,-0.785019,-0.956503
Q92797,SYMPK,0.528994,0.0497532,0.0882263,0.157101,-0.124342,0.0817566
O60506,SYNCRIP,3.10173,2.57012,2.63394,2.52412,2.25399,2.52779
Q8NF91,SYNE1,-2.34697,0.576502,0.640213,0.51967,1.0072,0.642057
Q8WXH0,SYNE2,0.57394,0.211504,0.334867,-0.147753,-0.0448456,-0.215067
O43760,SYNGR2,1.77996,-0.319511,-0.093977,-0.0257626,0.0143566,-0.100447
P57105,SYNJ2BP,-0.434938,-0.836845,-0.585716,-0.363691,0.214125,-0.427576
Q8N3V7,SYNPO,0.113956,-0.53846,-0.69182,-1.16249,-0.480873,-0.957674
Q16563,SYPL1,0.894098,2.3594,2.27167,2.21324,1.77821,2.06948
Q7Z422,SZRD1,-2.17755,-2.28495,-2.76559,-1.98046,-2.26541,-2.36897
Q15750,TAB1,-1.26826,-1.20403,-1.27319,-1.51724,-1.87966,-1.36122
O75410,TACC1,-2.93737,-1.06112,-0.965658,-0.740086,-2.20262,-0.854879
O95359,TACC2,-2.00081,-2.60465,-2.7963,-2.66192,-2.31339,-2.24849
Q9Y6A5,TACC3,-1.24621,-1.87796,-1.93528,0.224215,0.485428,0.348862
Q9BSH4,TACO1,-1.08829,-1.15671,-1.00282,-1.02617,-2.96073,-1.3542
P09758,TACSTD2,-3.53552,-3.00969,-2.47535,-2.0698,-2.19414,-1.95787
Q86TJ2,TADA2B,-3.70194,-2.99969,-3.12126,-2.65264,-1.89054,-2.5515
Q92804,TAF15,-0.604862,-0.580246,-0.745134,-0.62043,-0.884731,-1.81376
P49848,TAF6,-1.23038,-1.85979,-1.74084,-1.79157,-1.23667,-1.44833
Q7Z7C8,TAF8,-3.25235,-3.23191,-3.33346,-3.20432,-2.50188,-3.02533
Q01995,TAGLN,-0.604862,-1.93361,-2.92833,-1.08547,-1.25019,-1.01739
P37802,TAGLN2,2.53583,4.0589,4.11997,4.16709,3.98185,4.09847
P37837,TALDO1,0.190996,3.58707,3.54988,3.47903,3.39232,3.37902
Q96BW9,TAMM41,-2.60196,-2.07477,-1.98005,-1.67857,-1.74253,-1.85733
Q7L7X3,TAOK1,-0.708698,-1.82831,-1.95864,-1.57853,-1.81206,-2.3665
Q9H2K8,TAOK3,-2.80745,-0.51922,-0.163958,-0.729738,-1.54414,-1.05664
Q03518,TAP1,1.40263,-0.146389,-0.153965,-0.227352,0.0426445,-0.0866394
Q03519,TAP2,0.415037,-0.618444,-0.855654,-0.68301,-1.11292,-0.893463
O15533,TAPBP,1.58716,0.433897,0.314108,0.235104,0.432961,0.338665
Q13395,TARBP1,-1.6837,-1.87648,-2.3882,-3.01659,-3.79342,-2.53568
Q13148,TARDBP,0.92218,2.43155,2.32193,2.42061,2.25701,2.31025
A2RTX5;P26639,TARS1,1.5959,4.03593,4.13484,4.24994,4.10434,4.17925
Q9BW92,TARS2,-1.13228,-0.215168,-0.093977,-0.216576,-0.0795841,-0.255508
Q9UK61,TASOR,-2.02817,-2.15018,-1.85308,-2.00409,-2.18515,-2.36869
Q6P1N9,TATDN1,-2.89618,-1.66422,-1.78224,-1.84287,-2.45679,-1.76052
Q86VP1,TAX1BP1,-2.88562,-2.02283,-2.26446,-1.66659,-1.85961,-2.1097
O14907,TAX1BP3,0.280495,1.90858,1.89558,2.06246,2.52356,2.19629
Q9BXI6,TBC1D10A,1.77996,-1.99952,-2.15248,-1.98667,-1.83499,-1.83123
Q4KMP7,TBC1D10B,-0.174875,-0.792971,-0.856752,-0.657879,0.0976105,-0.274605
Q9NVG8,TBC1D13,1.09249,0.0740013,-0.0801697,-0.147753,-0.368292,-0.0327015
Q8TC07,TBC1D15,-0.315355,0.121307,0.2824,0.179821,0.52607,0.106005
Q9HA65,TBC1D17,-1.71176,-1.02073,-1.04929,-0.928198,-0.908567,-0.963842
Q9BYX2,TBC1D2,-1.83576,-2.69218,-2.72258,-2.32956,-1.95164,-2.09199
Q9NUY8,TBC1D23,-0.189825,-0.619986,-0.346334,-1.00578,-0.338678,-0.475216
O60343,TBC1D4,0.291302,-0.274937,-0.44183,-0.889711,-1.07672,-0.656584
Q92609,TBC1D5,-0.123735,-0.0384731,0.0257626,-0.266449,-0.286203,-0.19169
Q0IIM8,TBC1D8B,-1.52862,-2.7228,-2.6203,-2.76971,-3.21389,-2.75897
Q66K14,TBC1D9B,-0.266993,-0.508755,-0.542046,-0.602243,-0.0158577,-0.697149
O75347,TBCA,0.798859,2.53998,2.56533,2.60609,2.91265,2.411
Q99426,TBCB,0.213898,2.31432,2.39294,2.48132,2.51602,2.4207
Q15814,TBCC,-1.15278,-0.648724,-0.985785,-0.698278,-1.11943,-0.679684
Q9BTW9,TBCD,-0.167458,-0.378605,-0.390438,-0.33083,-0.248056,-0.448929
Q15813,TBCE,-0.0674286,-0.827261,-0.914303,-0.867756,-0.784197,-1.03205
Q5QJ74,TBCEL,0.253119,-0.45904,-0.657801,-0.626368,-1.68075,-0.616297
Q9UHD2,TBK1,-1.73079,-0.738325,-0.681204,-0.737711,-0.719456,-0.755785
O60907;Q9BQ87;Q9BZK7,TBL1XR1,-1.13383,-0.414291,-0.398695,-0.294147,-0.640911,-0.256266
Q9Y4P3,TBL2,-2.65215,0.306662,0.415037,0.398991,0.622931,0.502895
Q12788,TBL3,0.5959,0.189478,0.324526,0.168507,0.485428,0.232536
P20226;Q6SJ96,TBP,-1.40391,-1.76571,-1.69241,-1.66232,-2.07761,-1.78901
P62380,TBPL1,-2.4223,-2.8211,-2.83377,-2.59699,-2.49924,-2.60515
Q969Z0,TBRG4,-0.614916,-1.01469,-0.969185,-0.736959,-0.760307,-1.09239
Q9Y4C2,TCAF1,-0.832273,-0.482038,-0.547878,-0.514063,-0.473066,-0.406771
P23193;Q15560,TCEA1,-1.11658,1.97447,2.05107,2.0471,2.27202,2.04146
Q15560,TCEA2,-2.20044,-2.49603,-2.75172,-2.0404,-1.9229,-2.13848
O75764,TCEA3,-2.49484,-1.57825,-1.60348,-1.64367,-1.53319,-1.59837
Q96EI5,TCEAL4,-1.69916,1.30154,1.4199,0.941372,1.19535,1.05709
O14776,TCERG1,0.491999,0.650927,0.6894,0.655554,0.536053,0.633743
Q9BQ70,TCF25,-0.399748,-0.477148,-0.521036,-0.511768,-0.211046,-0.420759
Q13488,TCIRG1,1.77996,-0.259794,-0.15056,-0.299385,-0.584463,-0.408205
Q13428,TCOF1,0.582764,0.68281,0.767826,0.941372,1.15056,0.892601
P17987,TCP1,2.10326,3.14725,3.25543,3.24322,3.16027,3.23529
Q9NUJ3,TCP11L1,-0.62504,-0.810909,-1.0598,-0.342113,-0.943411,-0.875631
O95551,TDP2,-0.227894,0.0497532,-0.197838,-0.147753,-0.61824,-1.0935
Q9Y2W6,TDRKH,-0.904423,-2.34912,-2.47532,-2.88197,-5.16125,-2.8775
P28347;Q15561;Q99594,TEAD1,-2.01745,-1.66571,-1.80727,-2.22192,-1.015,-1.92628
Q9NZ01,TECR,3.39263,2.5025,2.54097,2.42299,2.17951,2.22148
Q9Y4R8,TELO2,-0.0674286,-0.746456,-0.7344,-0.37307,-1.41008,-0.847954
Q15554,TERF2,-0.00660324,1.17274,0.94705,0.563526,1.21412,0.86445
Q9NYB0,TERF2IP,0.740911,0.658964,0.83494,0.51967,0.613533,0.650326
Q9UGI8,TES,2.66608,1.16711,1.19427,1.3647,1.42761,1.4565
Q9NXF1,TEX10,1.34415,0.567989,0.443989,0.35973,-0.277681,0.265203
Q9Y6I9,TEX264,-1.36445,0.243927,0.324526,0.446608,0.555817,0.398787
P02787,TF,0.932571,-1.86725,-2.56679,-2.71369,-1.81494,-2.53075
Q00059,TFAM,0.032568,1.21696,1.1481,1.54177,1.05658,1.49373
not found,TFAP2A,0.31797,-0.652399,-0.595934,-0.541315,-0.44347,-0.495497
Q9H5Q4,TFB2M,-0.290972,-1.14895,-1.4406,-1.59408,-0.629837,-1.03481
Q12800,TFCP2,-0.204931,-1.03117,-1.10448,-1.301,-1.04927,-0.940592
Q92734,TFG,1.31532,1.0126,1.02576,1.04401,1.12433,0.87154
Q9UBB9,TFIP11,1.26139,-0.798521,-0.738928,-0.869654,-0.424212,-1.22292
P02786,TFRC,3.56951,4.24393,4.30887,4.13111,3.848,4.14309
O43294,TGFB1I1,0.713053,-0.806072,-1.02845,-0.876999,-0.690811,-0.825121
P21980,TGM2,2.82327,4.96882,5.09357,5.92801,5.71699,5.86089
O43493,TGOLN2,-2.18719,0.0859737,0.227951,0.0867119,0.536053,0.243507
Q96EK4,THAP11,-1.89619,-0.487436,-0.476036,-0.676046,-1.21424,-0.683661
Q8WUY1,THEM6,0.869068,1.02509,1.02576,0.35973,-0.189598,-0.0729656
Q9NWX6,THG1L,-1.9669,-1.63635,-1.6695,-1.6857,-1.17157,-1.52963
Q8IYQ7,THNSL1,-2.83884,-0.988419,-1.26128,-0.99478,-1.22109,-1.67897
Q96FV9,THOC1,-0.916807,-0.0127106,0.182863,-0.0388184,0.250961,-0.12846
Q8NI27,THOC2,0.949726,0.987289,0.993486,0.816446,0.695993,0.666719
Q96J01,THOC3,1.90821,0.4245,0.434402,0.5807,0.432961,0.408567
Q13769,THOC5,0.966679,-0.458986,-0.391283,-0.698994,-1.36466,-0.745554
Q86W42,THOC6,2.0707,0.948471,0.960472,0.589212,1.04264,0.753702
Q6I9Y2,THOC7,1.77996,-1.15974,-1.2936,-1.3958,-1.42818,-1.15164
P52888,THOP1,-0.282934,0.50696,0.527512,0.546143,0.0703907,0.511997
Q9Y2W1,THRAP3,-1.10236,2.25192,2.26358,2.22148,2.37573,2.26789
Q9NXG2,THUMPD1,-0.0265942,-0.236963,-0.179226,-0.211727,-0.622156,-0.0594196
Q9BV44,THUMPD3,-1.0066,-1.06543,-0.842207,-0.495325,-0.733284,-0.791386
Q9P016,THYN1,-1.60922,-0.374973,-0.347923,-0.620298,-0.610935,-0.764883
P31483,TIA1,1.11091,-0.866362,-1.12387,-1.12034,-0.891912,-1.41191
P31483;Q01085,TIAL1,2.84176,1.44324,1.4344,1.43721,1.07039,1.38399
Q9NQ88,TIGAR,-0.109451,0.0978489,0.0635643,0.235104,0.475086,0.0939312
Q9UNS1,TIMELESS,-2.2781,-2.65048,-1.63072,-2.18539,-1.6896,-2.16724
P62072,TIMM10,-1.38807,1.23857,1.23901,1.06246,1.17632,1.09393
Q9Y5L4,TIMM13,-0.498663,1.922,1.85304,1.71898,1.88362,1.82482
Q99595,TIMM17A,-0.182331,-0.880693,-1.14495,-0.853455,-1.58578,-0.626822
O60830,TIMM17B,0.668156,-0.336082,-1.21251,-1.47963,-3.21692,-0.89756
Q9BVV7,TIMM21,-3.38028,-2.75854,-2.12856,-2.47686,-2.18798,-2.43277
Q9Y584,TIMM22,1.77996,-1.17451,-1.10456,-1.59536,-0.762093,-1.11217
O14925;Q5SRD1,TIMM23,0.828838,0.222393,-0.136204,-0.176323,0.0976105,-0.100447
Q9BSF4,TIMM29,-2.41575,-1.20454,-1.73379,-1.36591,-2.06836,-1.50131
O43615,TIMM44,-0.174875,0.789162,0.79804,0.734409,0.82375,0.76897
Q3ZCQ8,TIMM50,0.764372,0.326982,0.334867,0.134018,0.464668,0.232536
O60220,TIMM8A,1.23644,1.11548,0.906023,1.01271,0.956057,1.12393
Q9Y5J9,TIMM8B,-2.30267,-2.16632,-2.29292,-2.47595,-2.68982,-1.72682
Q9Y5J7,TIMM9,-0.666264,-0.853378,-0.872055,-1.04256,-0.986481,-1.04684
Q9NPL8,TIMMDC1,-0.174875,-0.898184,-0.944901,-1.33384,-1.69538,-1.23039
P01033,TIMP1,-0.013237,-0.365614,-0.093977,0.711203,0.687061,0.674847
P35625,TIMP3,-1.61182,-0.925203,-0.989443,-1.01013,-1.32613,-0.900381
O75663,TIPRL,-0.408466,-0.366161,-0.414713,-0.349731,-0.0543423,-0.261494
Q5JTD0,TJAP1,-1.38328,-1.86803,-1.53264,-1.52149,-1.06225,-1.47587
Q07157,TJP1,0.52442,0.395929,0.424753,0.703382,0.910732,0.714813
Q9UDY2,TJP2,-1.63356,-2.14613,-2.32424,-1.8142,-1.70434,-1.98259
P04183,TK1,0.872671,-1.00156,-1.01664,1.90774,1.1375,1.78783
O00142,TK2,-1.36485,0.296394,0.355331,0.213243,0.367371,-0.251041
Q3LXA3,TKFC,-0.0468674,0.618322,0.713379,0.528549,1.27501,0.633743
P29401,TKT,4.53013,5.21355,5.3604,5.24994,5.42627,4.99678
Q04726,TLE3,2.75659,1.20603,1.20558,0.866322,1.0072,1.00001
Q08117,TLE5,-1.9188,-1.84686,-1.82306,-1.79151,-1.58822,-4.5229
Q9Y490,TLN1,2.26139,2.15295,2.17137,2.18264,2.3978,2.22978
Q9Y4G6,TLN2,2.52442,2.0589,1.68132,1.54177,1.11103,1.31806
O15321,TM9SF1,-1.21138,-0.091423,-0.0262318,-0.105932,0.226509,0.0192928
Q99805,TM9SF2,0.344154,1.1558,1.15395,1.21874,0.831877,1.24351
Q9HD45,TM9SF3,0.0955772,1.29123,1.27705,1.09271,1.01436,1.29715
Q92544,TM9SF4,1.1048,1.90182,1.94368,1.66364,1.54102,1.73439
Q96EY4,TMA16,-1.03332,-0.942635,-0.789965,0.277853,-0.61591,-0.636307
not found,TMA7,-2.98945,1.47545,1.37049,1.22421,1.58015,1.37902
P55061,TMBIM6,1.77996,-3.5226,-3.24642,-3.62815,-4.37127,-3.39249
Q9UM00,TMCO1,3.19819,1.91866,1.99022,1.90774,2.08746,1.56106
Q13445,TMED1,-2.48353,-0.265917,-0.218866,-0.57453,-4.01923,-0.909765
P49755,TMED10,2.01963,2.19502,2.37551,2.21324,2.16027,2.38151
Q15363,TMED2,0.0893993,1.63879,1.76017,1.08671,0.275007,0.885614
Q7Z7H5,TMED4,2.3285,0.935295,1.02576,0.88718,0.713696,0.658546
Q9Y3A6,TMED5,-0.594879,-0.0647049,-0.0664959,-0.207079,0.0703907,-0.00646973
Q9Y3B3,TMED7,0.429783,0.941898,0.842209,0.873308,-1.00729,0.87154
Q9BVK6,TMED9,0.167727,2.41028,2.49099,2.789,2.42492,2.51653
Q9NUM4,TMEM106B,-0.212545,-0.472076,-0.497915,-1.2475,-0.76449,-0.838667
Q9BVC6,TMEM109,-0.348522,2.77814,2.8727,3.11499,3.24184,3.13428
P17152,TMEM11,0.00657272,-0.911989,-1.01659,-0.755705,-2.35166,-0.944025
Q8N131,TMEM123,-1.36468,-0.765924,-0.442904,-0.630943,-0.0480919,-0.547863
Q9H061,TMEM126A,-1.78008,0.60174,-0.136204,0.122335,-0.45006,-0.620752
Q8IUX1,TMEM126B,-1.31654,-1.33668,-1.3686,-1.16714,-1.20256,-0.978558
Q9P0S9,TMEM14C,-3.88466,-2.97401,-3.00869,-3.01637,-2.59333,-3.75432
Q5U3C3,TMEM164,-1.04687,-2.39729,-2.28143,-2.76145,-3.42921,-3.3005
Q9HC07,TMEM165,-0.489386,0.50696,0.5979,0.572138,0.895304,0.753702
Q8TBQ9,TMEM167A,1.77996,0.121307,0.260866,0.764784,0.495695,-0.779579
Q5SNT2,TMEM201,-3.50183,-0.553537,-0.750145,-0.489779,-1.03607,-0.237309
Q6UW68,TMEM205,-3.02555,0.461731,0.314108,0.0378017,-0.238817,-0.00646973
Q6NUQ4,TMEM214,-0.373909,-0.281898,-0.408796,0.0746384,0.0703907,0.0817566
Q96A57,TMEM230,-2.65097,0,0.0129395,-0.481239,-0.473557,-0.354332
Q96Q45,TMEM237,-5.15746,-1.62285,-1.50426,-1.62488,-1.07649,-1.34549
Q9H330,TMEM245,-1.32348,-1.32615,-1.34325,-1.45463,-0.849079,-1.12292
P61165,TMEM258,-4.10269,0.714005,0.940294,0.0746384,1.01436,0.21034
Q8WUH6,TMEM263,1.4468,-0.0255337,-0.154217,0.0378017,0.678072,0.418283
Q9NV96,TMEM30A,-2.89618,-1.66923,-1.76954,-1.76991,-1.64122,-1.70013
P57088,TMEM33,1.58276,1.31686,1.31411,1.54614,1.40054,1.42312
Q8NCS4,TMEM35B,-3.24479,-1.95212,-1.89733,-2.01353,-2.22198,-2.03119
Q9NVV0,TMEM38B,-5.15495,-4.27615,-4.35486,-4.92259,-3.05112,-3.92332
Q96HV5,TMEM41A,-0.259089,-0.361559,-0.524221,-0.0519943,-0.319506,-0.349157
Q5BJD5,TMEM41B,-4.11724,-0.940958,-0.798357,-0.41037,-2.05232,-0.9137
Q9BTV4,TMEM43,1.492,2.47772,2.63394,2.59767,2.11437,2.39387
Q9NW97,TMEM51,-2.31323,-2.63159,-2.3536,-1.95379,-2.16712,-1.90113
O94886,TMEM63A,-5.17581,-1.95501,-1.90681,-2.02605,-1.95587,-2.06369
Q6PI78,TMEM65,-0.480167,-0.30204,-0.574759,-0.521723,-0.0506115,-0.543169
Q9BUB7,TMEM70,-1.86804,-1.68995,-1.55896,-1.77895,-3.22123,-1.5789
Q8NBN3,TMEM87A,-1.73776,-2.48318,-2.43399,-2.39816,-2.79103,-2.35738
Q5BJF2,TMEM97,1.74877,0.987289,0.805496,0.816446,0.400537,0.947308
Q9NYL9,TMOD3,1.38256,1.23857,1.1481,1.32957,1.33914,1.41828
P42166;P42167,TMPO,2.68669,3.21696,3.30887,3.32193,3.62059,3.17925
P42166;P42167,TMPO,1.83992,1.65093,1.69744,1.62691,1.87971,1.62957
P63313,TMSB10,-1.41279,1.88821,1.86022,2.33211,2.32193,2.38647
P62328,TMSB4X,2.39263,4.85098,5.14956,5.3996,5.56377,5.33482
Q9H8H3,TMT1A,-3.67116,-2.08128,-2.7295,-2.75288,-2.05702,-2.47697
Q6UX53,TMT1B,-1.98427,-1.96965,-2.66691,-1.83862,-2.66134,-2.11468
Q6ZXV5,TMTC3,-1.03332,-1.32465,-1.23377,-1.10966,-0.880463,-1.33695
Q9BVT8,TMUB1,1.14705,-0.385111,-0.136204,-0.185658,0.555817,-0.100447
Q9H3N1,TMX1,1.94289,2.36433,2.35279,2.28311,2.46467,2.3514
Q9Y320,TMX2,-2.73017,-0.0647049,-0.0664959,-0.245951,-1.48416,-0.236586
Q96JJ7,TMX3,0.61323,1.47999,1.56314,1.60609,1.926,1.51653
Q9H1E5,TMX4,0.725058,0.736967,0.744743,0.622765,0.475086,-0.0195255
P24821,TNC,-3.23961,-1.76658,-1.25941,-1.82919,-0.659952,-1.82172
Q03169,TNFAIP2,1.38508,0.70627,0.729145,1.02531,0.956057,1.0129
O14763,TNFRSF10B,-0.993427,-2.20683,-0.563213,-1.89572,-2.37369,-2.12567
Q9C0C2,TNKS1BP1,0.983435,0.796467,0.79804,0.718981,0.963474,0.776543
Q92973,TNPO1,1.39012,2.34453,2.39294,2.43956,2.53854,2.39879
O14787,TNPO2,-0.116575,-0.440762,-0.448936,-0.59082,-0.0540886,-0.581656
Q9Y5L0,TNPO3,1.33374,0.789162,0.760172,0.914532,0.594549,1.05086
Q68CZ2,TNS3,-0.879971,-0.570339,-0.732655,-1.22182,-0.585964,-0.912464
Q8IZW8,TNS4,-3.05802,-2.08488,-2.0631,-1.45865,-1.24672,-1.43041
Q96GM8,TOE1,-1.46001,-1.20347,-1.31477,-1.09791,-0.785383,-1.02399
Q9H0E2,TOLLIP,1.27234,0.96801,0.665016,0.418226,0.0840645,0.538963
O60784,TOM1,0.556129,0.316858,0.395409,0.179821,0.389566,0.129852
Q6ZVM7,TOM1L2,-1.5382,-1.50564,-1.42533,-1.7899,-1.39519,-1.73074
Q15388,TOMM20,-0.904423,-0.174677,-0.238585,0.157101,0.516016,0.0817566
Q9NS69,TOMM22,1.46839,1.96153,1.99349,1.72285,1.75702,1.76897
Q15785,TOMM34,2.44196,1.36678,1.2824,1.55051,1.62761,1.60851
O96008,TOMM40,1.44196,0.356936,0.355331,0.455946,-0.0543041,0.27593
Q96B49,TOMM6,-2.85547,-1.0291,-1.10941,-1.80532,-0.512625,-1.15698
Q9P0U1,TOMM7,-2.72887,-2.57871,-2.24858,-3.03136,-1.31307,-1.67907
O94826,TOMM70,0.439531,1.06193,0.87801,0.907742,0.575314,0.980474
P11387,TOP1,0.0644169,1.84659,1.83858,1.76478,1.83592,1.7537
P11388,TOP2A,0.285908,0.767023,0.77544,1.89407,2.0072,1.92703
Q02880,TOP2B,0.872671,0.698492,0.721283,0.42775,0.594549,0.511997
O14656,TOR1A,-2.07713,-0.312683,-0.235056,0.134018,-0.565668,0.0192928
Q5JTV8,TOR1AIP1,1.77211,1.65093,1.61497,1.5592,1.72683,1.5698
Q8NFQ8,TOR1AIP2,0.359638,0.211504,0.239006,0.35973,0.367371,0.21034
O14657,TOR1B,-0.797508,-1.34297,-0.986668,-0.925926,-1.31791,-0.965265
Q5JU69,TOR2A,-0.0198994,-0.817057,-0.855003,-1.3006,-2.64796,-1.07889
Q9NXH8,TOR4A,-2.81433,-1.11734,-1.16316,-0.971466,-1.92606,-1.15332
O94842,TOX4,1.77996,-0.582941,-0.562086,-0.564205,-0.363117,-0.513321
Q12888,TP53BP1,0.591534,0.618322,0.589289,0.563526,0.970854,0.666719
